"y","llm","topic","quiz","item","quiz_id"
1,"gemini-2.5-flash-lite","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-004","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-2.5-flash-lite","Emergency Medicine","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-005","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-2.5-flash-lite","Obstetrics and Gynecology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-006","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-2.5-flash-lite","Psychiatry","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-007","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-2.5-flash-lite","Neurology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-008","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-2.5-flash-lite","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-009","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-2.5-flash-lite","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-010","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-3-pro-preview","Gastrointestinal","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-001","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-3-pro-preview","Pulmonary","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-002","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-3-pro-preview","Infectious Disease","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-003","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-3-pro-preview","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-004","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-3-pro-preview","Emergency Medicine","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-005","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-3-pro-preview","Obstetrics and Gynecology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-006","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-3-pro-preview","Psychiatry","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-007","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-3-pro-preview","Neurology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-008","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-3-pro-preview","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-009","ABMS20260101_gemini-3-pro-preview_p05"
1,"gemini-3-pro-preview","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-010","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5-nano-2025-08-07","Gastrointestinal","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-001","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5-nano-2025-08-07","Pulmonary","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-002","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5-nano-2025-08-07","Infectious Disease","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-003","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5-nano-2025-08-07","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-004","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5-nano-2025-08-07","Emergency Medicine","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-005","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5-nano-2025-08-07","Obstetrics and Gynecology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-006","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5-nano-2025-08-07","Psychiatry","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-007","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5-nano-2025-08-07","Neurology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-008","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5-nano-2025-08-07","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-009","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5-nano-2025-08-07","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-010","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5.1-2025-11-13","Gastrointestinal","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-001","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5.1-2025-11-13","Pulmonary","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-002","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5.1-2025-11-13","Infectious Disease","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-003","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5.1-2025-11-13","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-004","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5.1-2025-11-13","Emergency Medicine","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-005","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5.1-2025-11-13","Obstetrics and Gynecology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-006","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5.1-2025-11-13","Psychiatry","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-007","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5.1-2025-11-13","Neurology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-008","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5.1-2025-11-13","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-009","ABMS20260101_gemini-3-pro-preview_p05"
1,"gpt-5.1-2025-11-13","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-010","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-0709","Gastrointestinal","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-001","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-0709","Pulmonary","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-002","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-0709","Infectious Disease","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-003","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-0709","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-004","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-0709","Emergency Medicine","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-005","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-0709","Obstetrics and Gynecology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-006","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-0709","Psychiatry","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-007","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-0709","Neurology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-008","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-0709","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-009","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-0709","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-010","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-1-fast-reasoning","Gastrointestinal","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-001","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-1-fast-reasoning","Pulmonary","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-002","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-1-fast-reasoning","Infectious Disease","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-003","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-1-fast-reasoning","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-004","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-1-fast-reasoning","Emergency Medicine","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-005","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-1-fast-reasoning","Obstetrics and Gynecology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-006","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-1-fast-reasoning","Psychiatry","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-007","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-1-fast-reasoning","Neurology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-008","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-1-fast-reasoning","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-009","ABMS20260101_gemini-3-pro-preview_p05"
1,"grok-4-1-fast-reasoning","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-010","ABMS20260101_gemini-3-pro-preview_p05"
1,"kimi-k2-thinking","Gastrointestinal","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-001","ABMS20260101_gemini-3-pro-preview_p05"
1,"kimi-k2-thinking","Pulmonary","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-002","ABMS20260101_gemini-3-pro-preview_p05"
1,"kimi-k2-thinking","Infectious Disease","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-003","ABMS20260101_gemini-3-pro-preview_p05"
1,"kimi-k2-thinking","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-004","ABMS20260101_gemini-3-pro-preview_p05"
1,"kimi-k2-thinking","Emergency Medicine","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-005","ABMS20260101_gemini-3-pro-preview_p05"
1,"kimi-k2-thinking","Obstetrics and Gynecology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-006","ABMS20260101_gemini-3-pro-preview_p05"
1,"kimi-k2-thinking","Psychiatry","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-007","ABMS20260101_gemini-3-pro-preview_p05"
1,"kimi-k2-thinking","Neurology","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-008","ABMS20260101_gemini-3-pro-preview_p05"
1,"kimi-k2-thinking","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-009","ABMS20260101_gemini-3-pro-preview_p05"
1,"kimi-k2-thinking","Pediatrics","gemini-3-pro-preview","ABMS20260101_gemini-3-pro-preview_p05-010","ABMS20260101_gemini-3-pro-preview_p05"
0,"claude-haiku-4-5-20251001","Pediatrics","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-001","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-haiku-4-5-20251001","Emergency Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-002","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-haiku-4-5-20251001","Obstetrics and Gynecology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-003","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-haiku-4-5-20251001","Anesthesiology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-004","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-haiku-4-5-20251001","Psychiatry","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-005","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-haiku-4-5-20251001","General Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-006","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-haiku-4-5-20251001","Ophthalmology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-007","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-haiku-4-5-20251001","Orthopedic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-008","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-haiku-4-5-20251001","Critical Care Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-009","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-haiku-4-5-20251001","Neurology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-010","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-opus-4-5-20251101","Pediatrics","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-001","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-opus-4-5-20251101","Emergency Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-002","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-opus-4-5-20251101","Obstetrics and Gynecology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-003","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-opus-4-5-20251101","Anesthesiology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-004","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-opus-4-5-20251101","Psychiatry","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-005","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-opus-4-5-20251101","General Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-006","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-opus-4-5-20251101","Ophthalmology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-007","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-opus-4-5-20251101","Orthopedic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-008","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-opus-4-5-20251101","Critical Care Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-009","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-opus-4-5-20251101","Neurology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-010","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"deepseek-v3.2","Pediatrics","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-001","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"deepseek-v3.2","Emergency Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-002","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"deepseek-v3.2","Obstetrics and Gynecology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-003","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"deepseek-v3.2","Anesthesiology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-004","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"deepseek-v3.2","Psychiatry","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-005","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"deepseek-v3.2","General Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-006","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"deepseek-v3.2","Ophthalmology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-007","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"deepseek-v3.2","Orthopedic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-008","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"deepseek-v3.2","Critical Care Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-009","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"deepseek-v3.2","Neurology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-010","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"gemini-2.5-flash-lite","Pediatrics","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-001","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-2.5-flash-lite","Emergency Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-002","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-2.5-flash-lite","Obstetrics and Gynecology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-003","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-2.5-flash-lite","Anesthesiology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-004","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"gemini-2.5-flash-lite","Psychiatry","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-005","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-2.5-flash-lite","General Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-006","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-2.5-flash-lite","Ophthalmology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-007","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-2.5-flash-lite","Orthopedic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-008","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"gemini-2.5-flash-lite","Critical Care Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-009","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"gemini-2.5-flash-lite","Neurology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-010","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-3-pro-preview","Pediatrics","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-001","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-3-pro-preview","Emergency Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-002","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-3-pro-preview","Obstetrics and Gynecology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-003","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-3-pro-preview","Anesthesiology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-004","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-3-pro-preview","Psychiatry","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-005","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-3-pro-preview","General Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-006","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-3-pro-preview","Ophthalmology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-007","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-3-pro-preview","Orthopedic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-008","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gemini-3-pro-preview","Critical Care Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-009","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"gemini-3-pro-preview","Neurology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-010","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5-nano-2025-08-07","Pediatrics","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-001","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5-nano-2025-08-07","Emergency Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-002","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5-nano-2025-08-07","Obstetrics and Gynecology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-003","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5-nano-2025-08-07","Anesthesiology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-004","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5-nano-2025-08-07","Psychiatry","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-005","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5-nano-2025-08-07","General Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-006","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5-nano-2025-08-07","Ophthalmology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-007","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5-nano-2025-08-07","Orthopedic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-008","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"gpt-5-nano-2025-08-07","Critical Care Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-009","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"gpt-5-nano-2025-08-07","Neurology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-010","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5.1-2025-11-13","Pediatrics","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-001","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5.1-2025-11-13","Emergency Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-002","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5.1-2025-11-13","Obstetrics and Gynecology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-003","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5.1-2025-11-13","Anesthesiology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-004","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5.1-2025-11-13","Psychiatry","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-005","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5.1-2025-11-13","General Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-006","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5.1-2025-11-13","Ophthalmology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-007","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5.1-2025-11-13","Orthopedic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-008","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5.1-2025-11-13","Critical Care Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-009","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"gpt-5.1-2025-11-13","Neurology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-010","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"grok-4-0709","Pediatrics","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-001","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-0709","Emergency Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-002","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-0709","Obstetrics and Gynecology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-003","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-0709","Anesthesiology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-004","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-0709","Psychiatry","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-005","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-0709","General Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-006","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-0709","Ophthalmology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-007","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-0709","Orthopedic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-008","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-0709","Critical Care Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-009","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-0709","Neurology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-010","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-1-fast-reasoning","Pediatrics","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-001","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-1-fast-reasoning","Emergency Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-002","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-1-fast-reasoning","Obstetrics and Gynecology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-003","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-1-fast-reasoning","Anesthesiology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-004","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-1-fast-reasoning","Psychiatry","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-005","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-1-fast-reasoning","General Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-006","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-1-fast-reasoning","Ophthalmology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-007","ABMS20260101_gpt-5.1-2025-11-13_p01"
